entidad,record_id,record_type,source_sheet,source_row,project_id,project_name,project_name_raw,project_type,product_label,template_key,process,activity_type,task_id,task_name,task_hours,task_start_date,task_end_date,task_done,task_status,task_priority,task_owner,task_overdue,task_notes,template_task_key,meeting_id,meeting_name,meeting_date,meeting_time,meeting_type,meeting_status,meeting_attendees,meeting_notes,communication_id,communication_date,communication_time,communication_type,communication_result,communication_notes,invoice_id,invoice_name,invoice_amount,invoice_sent_date,invoice_due_date,invoice_status,invoice_notes,user_id,user_name,user_role,config_group,config_key,config_value,config_definition,metric_name,metric_value,raw_row_json,raw_formulas_json,project_template_key,template_relation_type,template_match_status,template_process_key,template_activity_key
tareas,TSK000031,task,✅Lista de Tareas,47,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000031,Sesión proceso de liquidación matriculas,4.0,2025-07-21,2025-07-21,true,Hecho,Alto,Julian Sanchez ,N/A,,implementation_campuspack:ACT-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Sesión proceso de liquidación matriculas"", ""D"": ""4.0"", ""E"": ""45859.0"", ""F"": true, ""G"": ""45859.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Julian Sanchez "", ""O"": ""Preparación y envio de todos los Manuales funcionales "", ""P"": true, ""Q"": ""45954""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Preparación y envio de todos los Manuales funcionales \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45954.0)""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000032,task,✅Lista de Tareas,48,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000032,Sesión proceso de liquidación matriculas validación segundo documento,2.0,2025-07-31,2025-07-31,true,Hecho,Alto,Jhoec Camayo,N/A,9am,implementation_campuspack:ACT-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Sesión proceso de liquidación matriculas validación segundo documento"", ""D"": ""2.0"", ""E"": ""45869.0"", ""F"": true, ""G"": ""45869.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Jhoec Camayo"", ""L"": ""9am"", ""O"": ""Auditoria del desarrollo Liq. de matriculas en ambiente de pruebas"", ""P"": true, ""Q"": ""45937"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Auditoria del desarrollo Liq. de matriculas en ambiente de pruebas\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45937.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000033,task,✅Lista de Tareas,49,PRJ0003,The English School,The English School,Soporte,Schoolpack,support,Financiero,Actividad,TSK000033,Auditoria del desarrollo a la medida: Doble responsable financiero y pago empresarial,6.0,2025-07-04,2025-07-15,true,Hecho,Alto,Sebastian Ballesteros,N/A,,support:ACT-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""The English School"", ""C"": ""Auditoria del desarrollo a la medida: Doble responsable financiero y pago empresarial"", ""D"": ""6.0"", ""E"": ""45842.0"", ""F"": true, ""G"": ""45853.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Sebastian Ballesteros"", ""O"": ""Sesión de revisión de información importada en pruebas "", ""P"": true, ""Q"": ""45936"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión de revisión de información importada en pruebas \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45936.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",support,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000034,task,✅Lista de Tareas,50,PRJ0013,Aspaen,Aspaen,Soporte,Schoolpack,support,Pruebas / Auditoría,Actividad,TSK000034,Documento de entrega (Pruebas paso a paso),2.0,2025-07-16,2025-07-23,true,Hecho,Alto,Carmen Donoso,N/A,,support:ACT-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Aspaen"", ""C"": ""Documento de entrega (Pruebas paso a paso)"", ""D"": ""2.0"", ""E"": ""45854.0"", ""F"": true, ""G"": ""45861.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Carmen Donoso"", ""O"": ""Entrega del desarrollo al cliente en ambien de pruebas: Liquidación de matriculas con Manual incluido"", ""P"": true, ""Q"": ""45939"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Entrega del desarrollo al cliente en ambien de pruebas: Liquidación de matriculas con Manual incluido\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45939.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",support,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000035,task,✅Lista de Tareas,51,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Acompañamiento / Seguimiento,Actividad,TSK000035,Servicio medico (Pendiente Correo),0.0,2025-08-08,2025-11-14,true,Hecho,Medio,Jhoec Camayo,N/A,Desistio MISI,implementation_campuspack:ACT-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Servicio medico (Pendiente Correo)"", ""D"": ""0.0"", ""E"": ""45877.0"", ""F"": true, ""G"": ""45975.0"", ""H"": ""Hecho"", ""I"": ""Medio"", ""J"": ""N/A"", ""K"": ""Jhoec Camayo"", ""L"": ""Desistio MISI"", ""O"": ""Capacitación Recuersos Fisicos"", ""P"": true, ""Q"": ""45938"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Capacitación Recuersos Fisicos\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45938.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000036,task,✅Lista de Tareas,52,PRJ0003,The English School,The English School,Soporte,Schoolpack,support,Financiero,Actividad,TSK000036,Entrega del desarrollo Doble responsable financiero FASE 2,,2025-08-06,2025-08-06,true,Hecho,Alto,Desarrollo,,,support:ACT-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""The English School"", ""C"": ""Entrega del desarrollo Doble responsable financiero FASE 2"", ""E"": ""45875.0"", ""F"": true, ""G"": ""45875.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""K"": ""Desarrollo"", ""O"": ""Capacitación Bienestar y ACTA"", ""P"": true, ""Q"": ""45939"", ""R"": ""N/A""}","{""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Capacitación Bienestar y ACTA\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45939.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",support,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000037,task,✅Lista de Tareas,53,PRJ0003,The English School,The English School,Soporte,Schoolpack,support,Financiero,Actividad,TSK000037,Auditoria del desarrollo a la medida: Doble responsable financiero y pago empresarial FASE 2,4.0,2025-07-29,2025-07-31,true,Hecho,Alto,Sebastian Ballesteros,,,support:ACT-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""The English School"", ""C"": ""Auditoria del desarrollo a la medida: Doble responsable financiero y pago empresarial FASE 2"", ""D"": ""4.0"", ""E"": ""45867.0"", ""F"": true, ""G"": ""45869.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""K"": ""Sebastian Ballesteros"", ""O"": ""Capacitación SNIES y ACTA"", ""P"": true, ""Q"": ""45944"", ""R"": ""N/A""}","{""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Capacitación SNIES y ACTA\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45944.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",support,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000038,task,✅Lista de Tareas,54,PRJ0009,Calasanzs,Calasanzs,Soporte,Implementado,support,Otros,Actividad,TSK000038,"Modificación de la pantalla de valoración a un solo decimal, con las mismas condiciones del boletin",0.0,2025-05-21,2025-09-16,true,Hecho,Medio,Jhoec Camayo,N/A,Reactivación cuando la institución realice la petición de nuevo,support:ACT-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Calasanzs"", ""C"": ""Modificación de la pantalla de valoración a un solo decimal, con las mismas condiciones del boletin"", ""D"": ""0.0"", ""E"": ""45798.0"", ""F"": true, ""G"": ""45916.0"", ""H"": ""Hecho"", ""I"": ""Medio"", ""J"": ""N/A"", ""K"": ""Jhoec Camayo"", ""L"": ""Reactivación cuando la institución realice la petición de nuevo"", ""O"": ""Capacitación Evaluación Institucional y ACTA"", ""P"": true, ""Q"": ""45945"", ""R"": ""N/A""}","{""J"": ""if(or(F54=TRUE,G54>0,H54=\""Done\"",isblank(E54)),\""N/A\"",if($B$5<=E54,\""N/A\"",\""Overdue\""))"", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Capacitación Evaluación Institucional y ACTA\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45945.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",support,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000039,task,✅Lista de Tareas,55,,Cet - Evolutivo inscripción,Cet - Evolutivo inscripción,,,,,Actividad,TSK000039,Sensibilización global de los modulos del contrato,3.0,2025-07-03,2025-08-20,true,Hecho,Medio,Carmen Donoso,N/A,"Escenciales (17Jul)OK, PRESENCIAL: Academico sesión 1 (24Jul)OK, sesión 2 (1Ago), Financiero y adicionales sesión1 (20Ago)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Cet - Evolutivo inscripción"", ""C"": ""Sensibilización global de los modulos del contrato"", ""D"": ""3.0"", ""E"": ""45841.0"", ""F"": true, ""G"": ""45889.0"", ""H"": ""Hecho"", ""I"": ""Medio"", ""J"": ""N/A"", ""K"": ""Carmen Donoso"", ""L"": ""Escenciales (17Jul)OK, PRESENCIAL: Academico sesión 1 (24Jul)OK, sesión 2 (1Ago), Financiero y adicionales sesión1 (20Ago)"", ""O"": ""Sesión de acompañamiento Checklist actividades para Salida a producción "", ""P"": true, ""Q"": ""45960"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión de acompañamiento Checklist actividades para Salida a producción \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45960.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",,TASK_BELONGS_TO_PROJECT_TEMPLATE,NOT_APPLICABLE,,
tareas,TSK000040,task,✅Lista de Tareas,56,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Migración / Importadores,Actividad,TSK000040,Poblamiento Importadores,10.0,2025-02-28,2025-03-14,true,Hecho,Alto,Carmen Donoso,,,implementation_campuspack:ACT-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Poblamiento Importadores "", ""D"": ""10.0"", ""E"": ""45716.0"", ""F"": true, ""G"": ""45730.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""K"": ""Carmen Donoso"", ""O"": ""Sesión de acompañamiento Prueba integral Salida a producción "", ""P"": true, ""Q"": ""45961"", ""R"": ""N/A""}","{""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión de acompañamiento Prueba integral Salida a producción \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45961.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000041,task,✅Lista de Tareas,57,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Académico,Actividad,TSK000041,Capacitación Configuración Académica,2.0,2015-04-16,2025-04-16,true,Hecho,Alto,Carmen Donoso,,,implementation_campuspack:ACT-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Capacitación Configuración Académica"", ""D"": ""2.0"", ""E"": ""42110.0"", ""F"": true, ""G"": ""45763.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""K"": ""Carmen Donoso"", ""O"": ""PRIORIDAD: Manual en video de acceso a padres Campuspack (ENVIAR POR CORREO)"", ""P"": true, ""Q"": ""45975"", ""R"": ""N/A""}","{""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""PRIORIDAD: Manual en video de acceso a padres Campuspack (ENVIAR POR CORREO)\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45975.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000042,task,✅Lista de Tareas,58,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000042,Sesión de liquidación de matriculas,4.0,2025-08-11,2025-08-14,true,Hecho,Alto,Carmen Donoso,N/A,,implementation_campuspack:ACT-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Sesión de liquidación de matriculas"", ""D"": ""4.0"", ""E"": ""45880.0"", ""F"": true, ""G"": ""45883.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Carmen Donoso"", ""O"": ""Sesión de creación de perfiles "", ""P"": true, ""Q"": ""45972"", ""R"": ""N/A""}","{""J"": ""if(or(F58=TRUE,G58>0,H58=\""Done\"",isblank(E58)),\""N/A\"",if($B$5<=E58,\""N/A\"",\""Overdue\""))"", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión de creación de perfiles \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45972.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000043,task,✅Lista de Tareas,59,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000043,Aprobación de la ODS personalizaciones liquidación de matriculas,1.0,2025-09-01,2025-09-03,true,Hecho,Alto,Administrativo,N/A,,implementation_campuspack:ACT-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Aprobación de la ODS personalizaciones liquidación de matriculas"", ""D"": ""1.0"", ""E"": ""45901.0"", ""F"": true, ""G"": ""45903.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Administrativo"", ""O"": ""Sesión Configuración Correo electronico retrasmisión "", ""P"": true, ""Q"": ""45975"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión Configuración Correo electronico retrasmisión \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45975.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000044,task,✅Lista de Tareas,60,,Cet - Evolutivo inscripción,Cet - Evolutivo inscripción,,,,,Actividad,TSK000044,Reporte de infraestructura,2.0,2025-08-11,2025-08-11,true,Hecho,Medio,Carmen Donoso,N/A,"Sac 85118, se solicito documentación el 11Ago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Cet - Evolutivo inscripción"", ""C"": ""Reporte de infraestructura"", ""D"": ""2.0"", ""E"": ""45880.0"", ""F"": true, ""G"": ""45880.0"", ""H"": ""Hecho"", ""I"": ""Medio"", ""J"": ""N/A"", ""K"": ""Carmen Donoso"", ""L"": ""Sac 85118, se solicito documentación el 11Ago"", ""O"": ""Configuración y paso a producción "", ""P"": true, ""Q"": ""45980"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Configuración y paso a producción \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45980.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",,TASK_BELONGS_TO_PROJECT_TEMPLATE,NOT_APPLICABLE,,
tareas,TSK000045,task,✅Lista de Tareas,61,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000045,Entrega desarrollo personalizaciones proceso Liquidación de matriculas,,2025-09-04,2025-10-03,true,Hecho,Alto,Desarrollo,N/A,9 dias habiles + 4 dias Desarrollo tiene inconvenientes,implementation_campuspack:ACT-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Entrega desarrollo personalizaciones proceso Liquidación de matriculas "", ""E"": ""45904.0"", ""F"": true, ""G"": ""45933.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Desarrollo"", ""L"": ""9 dias habiles + 4 dias Desarrollo tiene inconvenientes"", ""O"": ""Sesión 2: Prueba integral proceso completo de pago matriculas - Realizar un pago en ambiente de producción "", ""P"": true, ""Q"": ""45988"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Sesión 2: Prueba integral proceso completo de pago matriculas - Realizar un pago en ambiente de producción \"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45988.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000046,task,✅Lista de Tareas,62,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Financiero,Actividad,TSK000046,Capacitación financiera Sesión 1,2.0,2025-09-24,2025-09-24,true,Hecho,Alto,Sebastian Ballesteros,N/A,2 a 4pm,implementation_campuspack:ACT-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""Capacitación financiera Sesión 1"", ""D"": ""2.0"", ""E"": ""45924.0"", ""F"": true, ""G"": ""45924.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Sebastian Ballesteros"", ""L"": ""2 a 4pm"", ""O"": ""Acompañamiento Inquietudes Recursos Fisicos (Actualizar sitio de pruebas para que se corrija el error)"", ""P"": true, ""Q"": ""45992""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""Acompañamiento Inquietudes Recursos Fisicos (Actualizar sitio de pruebas para que se corrija el error)\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),45992.0)""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
tareas,TSK000047,task,✅Lista de Tareas,63,PRJ0001,Academia MISI,Academia MISI,Implementación,Campuspack,implementation_campuspack,Académico,Actividad,TSK000047,85635 - Capacitación módulo Valoraciones,2.0,2025-09-25,2025-09-25,true,Hecho,Alto,Carmen Donoso,N/A,2 a 4 pm (Tareas a MISI que salieron de la Cap Financiera Sebas),implementation_campuspack:ACT-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""B"": ""Academia MISI"", ""C"": ""85635 - Capacitación módulo Valoraciones"", ""D"": ""2.0"", ""E"": ""45925.0"", ""F"": true, ""G"": ""45925.0"", ""H"": ""Hecho"", ""I"": ""Alto"", ""J"": ""N/A"", ""K"": ""Carmen Donoso"", ""L"": ""2 a 4 pm (Tareas a MISI que salieron de la Cap Financiera Sebas)"", ""O"": ""(Reportes personalizados) - Documentación: Visualizaciones en la pantalla de padres y alumnos Parcial y final"", ""P"": true, ""Q"": ""46035"", ""R"": ""N/A""}","{""J"": """", ""O"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""(Reportes personalizados) - Documentación: Visualizaciones en la pantalla de padres y alumnos Parcial y final\"")"", ""P"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),TRUE)"", ""Q"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),46035.0)"", ""R"": ""IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""N/A\"")""}",implementation_campuspack,TASK_BELONGS_TO_PROJECT_TEMPLATE,HISTORICAL_TASK_BOUND_TO_PROJECT_TEMPLATE_NOT_TEMPLATE_ACTIVITY,,
